logw,educ,age,exper,smsa,south,nearc,daded,momed
5.85793315,7,31,18,0,0,1,9.94,10.25
6.03308622,11,33,16,0,0,1,9.94,10.25
5.8230459,16,29,7,0,0,1,9.94,12
6.17586727,18,26,2,0,0,1,18,14
6.2146081,12,28,10,0,0,1,11,11
5.72031178,12,27,9,0,0,1,9.94,10.25
6.10924758,10,34,18,0,0,1,9,10.25
6.64509097,16,29,7,1,0,1,14,12
6.58063914,16,26,4,1,0,1,14,12
6.90775528,13,29,10,1,0,1,9.94,9
6.43775165,14,30,10,1,0,1,12,12
6.70563909,16,26,4,1,0,1,12,11
5.93224519,12,34,16,1,0,1,8,10.25
6.56244409,12,33,15,1,0,1,9.94,10.25
6.01859321,14,24,4,1,0,1,12,12
7.19967835,13,32,13,1,0,1,9.94,10.25
6.57368017,12,34,16,0,0,1,9.94,1
5.25749537,10,32,16,1,0,1,9.94,9
6.68085468,16,32,10,1,0,1,8,10.25
6.82871207,16,34,12,1,0,1,10,10
5.48063892,15,26,5,1,0,1,18,16
6.43775165,13,25,6,1,0,1,12,12
6.93244789,8,24,10,1,0,1,7,10
6.22059017,12,28,10,0,1,1,9,11
6.13556489,16,28,6,1,0,1,8,8
6.16541785,16,25,3,0,0,1,9,11
6.2146081,15,26,5,1,1,1,8,13
6.90775528,12,34,16,0,0,1,9.94,10.25
6.49677499,13,34,15,0,0,1,9.94,10.25
6.56103067,15,34,13,1,0,1,12,12
6.83303173,16,31,9,1,1,1,9.94,10.25
5.70378247,12,24,6,0,0,1,9.94,10.25
5.89989735,15,27,6,1,0,1,18,12
6.46925032,12,30,12,1,0,1,9.94,10.25
6.13556489,18,25,1,0,0,1,14,12
6.93342303,18,33,9,1,0,1,8,12
6.26339826,12,24,6,1,0,1,12,12
5.92692603,18,29,5,1,0,1,16,16
7.33823815,18,34,10,1,0,1,18,16
6.82762923,18,33,9,1,0,1,18,14
6.34212142,13,26,7,1,0,1,8,12
6.39692966,14,25,5,1,0,1,8,12
6.58063914,15,27,6,1,0,1,17,12
7.01750614,17,24,1,1,0,1,18,12
6.56807791,14,27,7,1,0,1,9.94,8
6.69456206,16,29,7,1,0,1,9.94,8
6.82979374,11,27,10,1,0,1,8,12
6.30991828,9,25,10,1,0,1,9.94,10.25
5.60211882,12,26,8,1,0,1,9.94,10.25
6.72503364,7,32,19,1,0,1,8,11
7.09007684,12,30,12,1,0,1,7,12
6.36475076,14,33,13,1,0,1,6,8
6.53087763,17,34,11,1,0,1,12,8
6.90775528,18,32,8,1,0,1,12,8
6.28599809,13,24,5,1,0,1,9,8
6.5366916,12,28,10,1,0,1,9.94,11
6.2146081,12,28,10,1,0,1,12,16
6.62007321,13,33,14,1,0,1,3,12
6.81673588,17,29,6,1,1,1,8,16
6.39692966,15,24,3,1,0,1,8,16
6.35784227,16,24,2,1,0,1,12,12
6.39859493,12,26,8,1,0,1,8,12
6.35784227,12,31,13,1,0,1,6,12
6.51767127,12,32,14,1,0,1,9.94,6
6.15909539,18,27,3,1,0,1,9,10
5.85793315,14,24,4,1,0,1,8,12
6.42971948,15,32,11,1,0,1,9,12
5.9348942,16,24,2,1,0,1,12,12
5.49306144,16,25,3,1,0,1,16,13
6.62007321,12,26,8,1,0,1,7,12
6.08904488,18,30,6,0,0,1,12,14
6.53378884,14,29,9,1,0,1,12,14
6.2166061,18,25,1,0,0,1,12,14
5.99146455,12,29,11,1,0,1,12,12
6.88857246,12,26,8,1,0,1,12,12
6.47543272,14,30,10,1,1,1,12,12
6.43775165,12,32,14,1,0,1,9.94,10.25
6.56103067,16,28,6,1,0,1,12,11
6.94985646,12,29,11,1,0,1,11,12
6.63463336,12,27,9,1,0,1,8,8
6.26149168,13,25,6,0,0,1,14,12
6.35437004,13,27,8,1,0,1,6,6
6.76272951,14,26,6,1,0,1,9.94,6
6.56948142,12,28,10,1,0,1,12,8
6.51174533,16,27,5,1,0,1,7,8
6.49526556,12,25,7,1,0,1,7,8
6.29710932,14,29,9,1,0,1,11,8
6.26339826,13,25,6,1,0,1,12,12
6.46146818,12,28,10,1,0,1,9.94,8
5.69373214,12,26,8,1,0,1,9.94,8
6.85329909,8,33,19,1,0,1,9.94,10.25
6.2146081,12,34,16,1,0,1,8,9
6.42971948,13,25,6,1,0,1,5,7
5.62401751,12,25,7,1,0,1,9.94,10
5.48063892,10,26,10,0,1,1,5,8
5.48063892,10,25,9,0,1,1,5,8
6.13556489,12,33,15,1,0,1,9.94,10.25
6.00141488,12,27,9,1,0,1,9.94,11
6.10924758,12,25,7,1,0,1,9.94,11
5.52146092,12,24,6,1,0,1,3,2
6.58892648,11,26,9,1,0,1,9.94,9
6.50279005,12,24,6,1,0,1,9.94,9
6.86901445,12,28,10,1,0,1,9.94,6
6.62007321,14,27,7,1,0,1,9.94,8
6.50279005,14,25,5,1,0,1,8,8
6.53958596,17,34,11,0,0,1,8,12
6.14203741,12,25,7,1,0,1,6,12
6.46302946,12,30,12,1,0,1,9.94,10.25
6.56526497,11,29,12,1,0,1,9.94,11
6.05208917,13,25,6,1,0,1,9.94,10
6.72503364,12,27,9,1,0,1,12,12
5.73009978,12,26,8,1,0,1,12,12
6.43775165,16,29,7,1,0,1,12,12
7.27378632,16,32,10,1,0,1,13,16
6.51174533,16,25,3,1,0,1,12,12
7.20489251,17,28,5,1,0,1,14,14
5.99146455,17,33,10,1,0,1,12,10
6.24997524,9,34,19,0,0,1,12,10.25
6.12249281,14,26,6,1,0,1,16,16
6.01371516,17,33,10,1,1,1,12,12
6.32614947,18,34,10,1,0,1,5,9
5.43807931,12,24,6,1,0,1,10,9
6.93342303,17,27,4,1,0,1,18,18
6.98656646,12,27,9,1,0,1,13,13
7.09174212,14,24,4,1,0,1,13,13
5.79605775,17,25,2,0,0,1,9.94,12
6.17586727,18,27,3,1,0,1,14,14
6.51174533,18,24,0,1,1,1,14,10.25
7.42833319,17,31,8,1,0,1,12,12
7.15617664,16,34,12,1,0,1,12,12
6.35784227,12,24,6,1,0,1,12,14
6.09582456,18,27,3,1,0,1,9,9
6.17586727,16,28,6,1,0,1,9.94,9
6.14632926,12,24,6,1,0,1,16,12
6.50428817,6,31,19,1,0,1,3,3
5.65599181,15,27,6,1,0,1,12,12
6.35784227,18,33,9,1,0,1,12,12
6.58063914,14,29,9,1,0,1,12,12
6.13556489,12,25,7,1,0,1,6,8
6.62007321,15,25,4,1,0,1,12,10
5.29831737,12,24,6,1,0,1,6,12
6.47697236,12,27,9,1,0,1,12,10
6.17586727,18,28,4,1,0,1,12,11
6.39692966,11,24,7,1,0,1,9,10.25
6.64509097,16,28,6,1,1,1,16,16
6.65286303,17,27,4,1,0,1,16,16
6.46302946,16,24,2,1,0,1,16,16
6.96129605,14,33,13,1,0,1,14,10
6.51619308,16,31,9,1,0,1,14,12
6.53813982,12,28,10,1,0,1,9.94,10.25
6.86901445,17,30,7,1,0,1,14,12
5.99146455,13,28,9,1,0,1,14,12
6.51174533,16,27,5,1,0,1,14,12
7.27378632,18,34,10,1,0,1,10,11
6.27098843,18,32,8,1,0,1,16,10
6.55108034,14,27,7,1,0,1,9,11
6.51471269,8,34,20,1,0,1,9.94,4
6.20253552,18,25,1,1,0,1,8,10
6.2146081,12,24,6,1,0,1,12,8
6.10924758,16,24,2,1,0,1,9.94,10.25
6.39859493,13,25,6,1,0,1,9.94,8
6.57507584,13,28,9,1,0,1,9,12
6.35437004,12,29,11,1,0,1,9,10
5.85793315,12,25,7,1,0,1,9,10
5.85793315,12,24,6,1,0,1,9,10
6.46614472,16,29,7,1,0,1,12,12
6.51471269,15,24,3,1,0,1,10,12
6.52062113,15,28,7,1,0,1,12,12
6.28039584,12,27,9,1,0,1,12,9
6.26149168,16,31,9,1,0,1,12,10
6.50279005,16,28,6,1,1,1,10,10
5.91350301,14,26,6,1,0,1,12,10.25
6.48920493,15,26,5,1,0,1,12,12
6.55108034,12,34,16,1,0,1,9.94,10.25
5.73979291,18,27,3,1,0,1,9,12
6.73459166,9,33,18,1,0,1,9.94,9
6.49223984,14,31,11,1,0,1,10,12
6.53958596,16,31,9,1,0,1,8,9
6.35784227,15,28,7,1,0,1,9.94,7
6.5581978,17,26,3,1,0,1,9,12
5.6767538,16,27,5,1,1,1,5,8
6.62007321,13,26,7,1,0,1,8,11
7.27378632,16,34,12,1,0,1,12,12
7.09174212,16,33,11,1,0,1,16,16
7.37963215,15,33,12,1,1,1,9.94,8
6.64509097,14,32,12,1,1,1,9.94,12
6.24027585,16,31,9,1,0,1,14,16
6.69084228,12,31,13,1,0,1,9.94,8
6.86901445,17,34,11,1,0,1,8,8
6.51471269,12,25,7,1,0,1,16,16
5.98645201,13,24,5,1,0,1,8,8
6.75110147,14,33,13,1,0,1,12,12
6.54103,11,25,8,1,0,1,9.94,9
6.46302946,11,24,7,1,0,1,8,9
5.84354442,13,27,8,1,0,1,10,8
6.32972091,12,27,9,1,0,1,9.94,10.25
6.52795792,12,24,6,1,0,1,9,11
6.15060277,16,29,7,1,1,1,16,16
5.70378247,16,26,4,1,0,1,12,12
6.51174533,18,25,1,1,0,1,12,9
5.95324333,16,24,2,1,0,1,12,9
6.69456206,16,33,11,1,0,1,8,6
6.30627529,17,24,1,1,0,1,12,12
6.2146081,16,26,4,1,0,1,12,12
6.58892648,13,29,10,1,0,1,11,12
6.26149168,16,28,6,1,0,1,11,12
6.10924758,15,24,3,1,0,1,2,8
6.62671775,12,28,10,1,0,1,6,8
6.46146818,12,24,6,1,0,1,11,10.25
5.74620319,12,24,6,1,0,1,10,12
7.26192709,12,29,11,1,0,1,12,12
6.63463336,12,28,10,1,0,1,11,5
6.39692966,12,26,8,1,0,1,11,5
7.01301579,16,32,10,1,0,1,12,15
6.63725803,16,33,11,1,0,1,13,17
6.47697236,12,32,14,1,0,1,8,8
7.05185562,14,27,7,1,0,1,16,16
6.39692966,12,24,6,1,0,1,9,12
6.31896811,12,29,11,1,0,1,11,11
6.29710932,11,28,11,1,0,1,11,11
6.30991828,11,25,8,1,0,1,11,11
6.68461173,11,31,14,1,0,1,9.94,10.25
6.90775528,11,26,9,1,0,1,10,11
6.76157277,12,31,13,1,0,1,13,11
6.41836494,13,32,13,1,0,1,9.94,6
6.25190388,16,24,2,1,0,1,12,12
6.56103067,13,30,11,1,0,1,9.94,10.25
6.70686234,13,26,7,1,0,1,10,10
5.70378247,10,25,9,1,0,1,10,12
6.5539334,16,30,8,1,0,1,9,9
7.18690102,16,34,12,1,0,1,9.94,12
5.94017125,12,27,9,1,0,1,9.94,12
5.99146455,11,26,9,1,0,1,9.94,10.25
6.21060008,11,25,8,1,0,1,9.94,10.25
6.49677499,10,33,17,1,0,1,9.94,11
6.39692966,10,33,17,1,0,1,8,11
6.94119006,18,32,8,0,1,1,16,12
6.98378997,14,25,5,1,0,1,12,12
5.99146455,18,24,0,1,1,1,12,12
6.46302946,16,33,11,1,0,1,13,12
6.42971948,12,32,14,1,0,1,9.94,8
6.17586727,17,30,7,1,0,1,12,11
6.96413561,16,33,11,1,0,1,8,8
6.30078579,12,26,8,1,0,1,8,12
6.66695679,14,26,6,1,0,1,12,12
6.18414889,18,25,1,1,0,1,12,12
6.58202514,14,34,14,1,0,1,11,11
6.54391185,15,28,7,1,0,1,12,12
6.30809844,15,34,13,1,0,1,12,12
6.67582322,15,32,11,1,0,1,15,12
7.56164175,16,33,11,1,1,1,18,16
6.67582322,15,33,12,1,0,1,12,12
6.80239476,15,28,7,1,0,1,9.94,10.25
6.48310735,14,32,12,1,0,1,8,8
6.24027585,12,27,9,1,0,1,12,12
5.95064255,14,29,9,1,0,1,9.94,12
6.2146081,16,27,5,0,1,1,16,16
6.39859493,15,25,4,1,0,1,12,11
6.08221891,12,27,9,1,0,1,12,12
6.2146081,12,25,7,1,0,1,12,12
7.14203657,18,33,9,1,0,1,9.94,18
6.61606519,14,26,6,1,1,1,12,14
6.24027585,14,27,7,1,0,1,12,12
6.55108034,12,33,15,1,1,1,9.94,10.25
6.51025834,16,29,7,1,0,1,14,12
6.89060912,17,30,7,1,0,1,9.94,10.25
5.39362755,13,29,10,0,0,1,12,12
7.09174212,18,33,9,1,0,1,12,12
6.50279005,12,30,12,0,0,1,12,12
6.7310181,14,28,8,1,0,1,9.94,10.25
6.09582456,15,25,4,1,0,1,12,12
6.29710932,12,25,7,1,0,1,10,12
6.22455843,14,30,10,1,1,1,12,12
6.68085468,12,31,13,0,0,1,9.94,10.25
5.87773578,9,24,9,1,0,1,10,8
6.2146081,12,27,9,1,0,1,12,8
6.86901445,12,34,16,1,0,1,9.94,8
5.85793315,11,28,11,1,0,1,6,5
5.74620319,15,24,3,1,0,1,6,5
4.76217393,16,24,2,1,1,1,17,13
6.58755001,12,33,15,1,0,1,10,8
6.28413416,13,33,14,1,0,1,9.94,11
6.27664349,13,26,7,1,1,1,12,12
6.0591232,17,28,5,1,1,1,9.94,10.25
6.99759598,16,34,12,1,0,1,15,13
7.56268125,12,33,15,1,0,1,9.94,9
6.74523635,18,32,8,1,1,1,10,12
5.89989735,12,24,6,1,0,1,11,11
6.16120732,16,26,4,1,0,1,12,8
6.48616079,13,26,7,1,0,1,11,10
6.08677473,12,25,7,1,0,1,11,10
6.13556489,14,25,5,1,0,1,10,11
6.51174533,16,28,6,1,0,0,9,10.25
7.04751722,12,24,6,1,0,0,12,12
6.68461173,12,31,13,1,0,0,9.94,10.25
6.13122649,12,25,7,1,0,0,9.94,12
5.81114099,12,26,8,1,0,0,9.94,10.25
6.5539334,13,26,7,1,0,0,6,8
6.26149168,12,25,7,1,0,0,6,8
6.50279005,7,33,20,0,0,1,9.94,8
6.46302946,18,26,2,1,0,1,12,12
6.68461173,12,24,6,1,0,1,12,12
6.35784227,12,32,14,1,0,1,9.94,12
6.04737218,18,32,8,0,0,1,12,12
6.77308038,18,29,5,1,0,1,9.94,10.25
6.46146818,15,28,7,1,0,1,9.94,12
7.00397414,16,29,7,1,1,0,12,14
6.47543272,16,26,4,1,0,0,12,14
6.10924758,12,26,8,1,1,0,8,8
6.82871207,12,33,15,1,0,0,9.94,9
6.5482191,11,27,10,1,0,0,9.94,9
6.22455843,15,34,13,1,0,0,9.94,10.25
6.32076829,16,28,6,1,1,0,12,13
5.92692603,17,25,2,0,0,0,12,13
6.51174533,15,28,7,1,1,0,12,12
5.73009978,13,30,11,1,0,0,8,8
6.37161185,12,34,16,1,0,0,12,12
6.66057515,12,24,6,1,0,0,12,13
6.48616079,12,27,9,1,0,1,9.94,8
6.04737218,12,28,10,1,0,1,8,5
7.15617664,16,28,6,1,0,1,12,12
6.86901445,12,25,7,1,0,1,11,12
6.68461173,12,30,12,1,0,1,4,16
6.62007321,12,33,15,1,0,1,12,12
6.47234629,18,29,5,1,0,1,12,12
6.84374995,12,29,11,1,0,1,10,12
6.28599809,17,28,5,1,0,1,17,12
5.66988092,15,24,3,1,0,1,13,16
5.25749537,12,29,11,0,1,1,6,8
6.70686234,18,30,6,1,0,1,9.94,10.25
6.70073111,18,30,6,1,0,1,9.94,13
6.58892648,12,29,11,1,0,1,10,12
7.02553831,12,24,6,1,0,1,10,12
6.42162227,17,28,5,1,0,1,14,10.25
5.99893656,12,26,8,1,0,1,14,10.25
6.5581978,11,26,9,1,0,1,8,9
5.82008293,15,27,6,1,0,1,11,12
6.72503364,17,28,5,1,0,1,11,12
5.25749537,17,26,3,1,0,1,11,12
6.59304453,12,26,8,1,0,1,12,12
6.295266,10,26,10,1,0,1,9,11
6.7129562,12,28,10,0,0,1,11,11
6.08221891,12,26,8,1,1,1,11,11
6.5998705,14,24,4,1,1,1,11,11
6.05678401,16,24,2,1,0,1,14,12
5.82894562,12,30,12,0,0,1,11,12
6.17586727,13,34,15,1,1,1,14,11
6.70563909,16,32,10,1,0,1,10,12
6.2146081,12,28,10,0,0,1,12,12
6.29710932,12,25,7,1,0,1,9.94,10.25
6.10255859,16,26,4,1,0,1,9.94,11
5.37989735,15,25,4,0,0,1,9.94,11
5.6167711,8,26,12,1,0,1,3,6
5.86363118,15,24,3,1,0,1,8,10
6.58063914,12,29,11,0,0,1,8,10
6.91572345,12,27,9,0,0,1,3,8
6.48310735,17,29,6,1,0,1,8,12
6.68835471,16,26,4,1,0,1,9.94,16
6.34563636,12,27,9,1,0,1,8,12
6.39692966,16,25,3,1,0,1,12,12
6.46925032,12,24,6,1,0,1,9.94,10.25
6.10924758,13,26,7,1,0,1,14,10
6.09807428,13,26,7,1,1,1,9.94,2
6.38012254,15,29,8,0,0,1,12,11
6.58063914,14,25,5,1,0,1,8,12
6.54103,12,32,14,1,0,1,8,8
6.27098843,13,26,7,1,1,1,8,8
6.15273269,9,30,15,1,0,1,8,8
6.17586727,16,26,4,1,0,1,16,13
6.13556489,16,25,3,1,0,1,16,13
6.31716469,17,33,10,1,0,1,6,9
6.76272951,14,32,12,1,0,1,12,12
6.56948142,16,30,8,0,0,1,9.94,12
6.60665019,12,24,6,0,0,1,9.94,12
6.70563909,14,28,8,1,0,1,9.94,10
6.51767127,12,34,16,1,0,1,11,12
6.68085468,16,29,7,1,0,1,12,12
6.64509097,13,24,5,1,0,1,13,17
6.13556489,16,25,3,1,0,1,12,16
6.25190388,14,24,4,1,0,1,12,12
5.97380961,12,25,7,0,0,1,12,10.25
6.68461173,13,32,13,1,1,1,9,7
6.51174533,17,27,4,1,0,0,14,12
6.17586727,16,33,11,0,0,0,9.94,10.25
6.8145429,12,32,14,0,0,0,8,12
6.17586727,12,25,7,0,0,0,8,8
6.2146081,11,33,16,0,0,0,8,8
5.95324333,16,24,2,0,0,0,12,12
6.07764224,12,24,6,1,0,0,12,11
6.26530121,12,25,7,0,0,0,7,8
6.81673588,14,29,9,0,0,0,12,8
6.295266,16,25,3,0,0,0,12,15
6.64509097,13,28,9,0,0,0,4,16
5.420535,12,24,6,0,0,0,8,8
6.56667243,18,27,3,0,0,0,12,12
5.84643878,18,34,10,0,0,0,8,8
6.66822825,12,32,14,0,0,0,8,8
6.12029742,14,26,6,1,0,0,10,12
6.13122649,16,24,2,1,0,0,10,12
5.62401751,13,26,7,0,0,0,9.94,14
6.69456206,17,34,11,1,0,0,8,12
6.43615037,14,27,7,0,0,0,12,14
6.54678541,12,26,8,1,0,0,8,12
5.9348942,14,26,6,0,0,0,8,12
6.15909539,12,24,6,0,0,0,8,12
6.05208917,12,24,6,0,0,0,8,12
6.47543272,16,24,2,0,0,0,8,12
6.19644413,15,25,4,1,0,0,12,15
6.82871207,18,26,2,0,0,0,12,16
5.85793315,12,24,6,0,0,0,12,10
6.39692966,13,25,6,0,0,0,13,12
6.06145692,9,31,16,0,0,0,3,7
6.2146081,12,26,8,0,0,0,2,7
6.2146081,9,24,9,0,0,0,2,7
5.85793315,8,34,20,0,0,0,8,8
5.91350301,14,27,7,0,0,0,8,10
5.94017125,16,24,2,0,0,0,8,12
5.52146092,14,25,5,0,0,0,9,12
6.22653667,18,30,6,1,0,0,6,8
6.42810527,12,27,9,1,0,0,12,13
5.94279938,16,24,2,0,0,0,12,13
5.88887796,12,30,12,0,0,0,9.94,13
6.37672695,12,28,10,1,0,0,9.94,8
5.85793315,12,24,6,1,0,0,9.94,8
6.18208491,12,32,14,1,0,0,8,12
6.72743172,11,34,17,0,0,0,6,9
6.28226675,10,29,13,1,0,0,8,12
5.95324333,17,28,5,0,0,1,9.94,12
6.10924758,11,25,8,0,0,1,8,8
6.19644413,16,28,6,0,0,1,12,8
6.81783057,12,24,6,0,0,1,9.94,10
6.72262979,18,32,8,1,0,1,8,12
6.07304453,12,30,12,0,0,1,8,8
6.55108034,12,26,8,0,0,1,8,8
6.295266,10,26,10,0,0,1,8,8
5.44241771,16,24,2,0,0,1,12,13
5.97888576,12,34,16,0,0,0,12,9
6.58063914,12,25,7,1,0,0,9.94,10.25
7.07918439,12,25,7,0,0,0,8,15
6.2166061,12,25,7,1,0,0,8,10
5.81711116,16,24,2,1,0,1,16,13
6.33682573,12,32,14,0,0,1,8,8
6.87109129,17,34,11,0,1,0,6,12
7.22548147,12,33,15,1,0,0,12,12
6.68461173,12,28,10,1,0,0,12,12
6.41181827,12,30,12,1,0,0,7,11
6.50727771,16,25,3,1,0,0,12,12
6.09807428,11,25,8,1,0,0,8,7
6.18414889,13,25,6,1,0,0,10,12
6.56526497,18,32,8,0,0,0,12,16
6.8596149,12,32,14,0,0,0,9.94,10.25
6.1737861,11,25,8,0,0,0,10,8
6.2146081,13,27,8,1,0,0,12,12
6.12468339,16,26,4,1,1,0,12,12
6.58063914,18,24,0,0,0,1,18,12
6.5971457,12,24,6,0,0,1,9.94,12
5.79909265,12,33,15,0,0,1,8,12
6.01615716,12,27,9,0,0,1,8,11
6.18620862,12,27,9,0,0,1,8,8
6.86901445,18,31,7,1,1,1,9,13
5.88332239,16,24,2,0,0,1,12,12
5.79909265,12,24,6,0,0,0,9,12
6.43775165,12,28,10,0,0,0,9.94,10
6.20455776,12,26,8,0,0,0,5,8
6.48157713,12,29,11,0,0,0,12,12
6.58202514,12,27,9,0,0,0,15,12
6.55677836,12,25,7,0,0,0,15,12
6.24222327,9,29,14,0,0,0,1,3
6.43775165,12,31,13,1,0,0,14,12
6.43294009,18,29,5,0,0,0,12,15
6.05678401,15,26,5,1,0,0,12,15
6.48157713,12,29,11,0,0,0,12,12
6.46614472,12,30,12,0,0,0,12,12
6.35437004,12,34,16,1,0,0,12,12
5.74620319,13,34,15,0,1,0,9.94,10.25
6.49828215,18,24,0,0,0,0,9.94,16
6.31896811,13,32,13,0,0,0,8,13
5.70378247,18,24,0,1,0,0,12,12
6.4645883,15,28,7,0,0,0,12,16
6.50279005,14,28,8,1,0,0,12,8
7.18538702,18,28,4,1,0,0,15,13
6.22257627,12,24,6,1,0,0,9,9
6.66057515,16,25,3,1,0,0,12,12
6.70563909,14,25,5,1,0,0,12,12
6.25382881,12,28,10,0,0,0,12,6
6.35784227,12,27,9,0,0,0,12,6
5.92692603,11,25,8,0,0,0,12,6
6.2146081,12,24,6,0,0,0,12,8
6.43775165,16,28,6,1,0,0,12,12
6.52795792,16,34,12,0,0,0,9.94,10.25
6.15273269,14,26,6,0,0,0,12,12
6.44254017,13,27,8,0,0,0,12,12
6.26339826,13,24,5,0,0,0,12,8
6.31716469,12,32,14,0,0,0,8,8
6.46302946,16,25,3,1,0,1,12,12
6.24027585,13,34,15,1,0,1,8,12
6.4035742,12,27,9,1,0,1,12,12
6.55108034,13,33,14,1,0,1,8,15
6.40687999,12,33,15,1,0,1,8,12
6.92853782,12,33,15,1,0,1,9.94,12
6.57088296,12,31,13,1,0,1,16,12
6.2146081,12,28,10,1,0,1,8,8
6.36818719,12,28,10,1,0,1,14,8
6.55961524,12,31,13,1,0,1,5,8
6.25382881,16,30,8,0,0,1,11,12
6.48616079,16,29,7,1,0,1,9.94,10.25
6.52795792,16,28,6,1,0,1,16,14
5.62040087,13,25,6,1,0,1,11,11
6.56103067,13,34,15,1,0,1,9.94,12
6.66949809,12,34,16,1,0,1,8,11
7.18462915,18,31,7,1,0,1,18,12
6.00141488,14,28,8,1,0,1,9,8
5.70378247,16,25,3,1,0,1,12,12
6.51174533,12,26,8,1,0,1,12,12
6.58202514,12,34,16,1,0,1,9.94,8
6.64509097,16,26,4,0,0,1,8,2
6.63331843,16,30,8,0,0,1,6,12
6.07304453,18,30,6,0,0,1,11,12
7.08338785,13,34,15,0,0,1,12,8
6.13556489,17,31,8,0,0,1,9.94,4
5.91350301,12,24,6,0,0,1,12,12
6.1633148,12,30,12,0,0,1,12,12
6.07534603,12,28,10,0,0,1,12,12
5.80513497,12,26,8,0,0,1,8,12
6.46146818,16,31,9,1,0,1,12,12
6.22455843,12,34,16,0,0,1,9.94,6
6.43775165,16,29,7,0,0,1,10,12
6.13556489,12,31,13,0,0,1,9.94,8
6.70563909,17,27,4,1,1,1,16,16
6.07073773,17,24,1,1,0,1,9.94,13
6.46302946,14,25,5,1,0,1,15,12
5.4161004,15,25,4,0,0,1,15,12
6.58063914,15,34,13,1,0,1,9.94,14
6.58202514,16,26,4,1,0,1,12,12
6.70563909,16,29,7,1,0,1,16,16
6.49828215,16,27,5,1,0,1,16,13
6.79905586,18,28,4,1,0,1,12,12
6.67582322,11,34,17,1,0,1,9.94,10.25
6.28971557,15,31,10,1,0,1,10,12
6.79905586,11,27,10,1,0,1,10,12
6.58063914,15,30,9,1,0,1,13,12
6.82979374,13,24,5,1,0,1,12,12
6.23048145,12,28,10,1,0,1,8,10
6.83410874,16,32,10,1,0,1,8,10
6.5581978,17,33,10,1,0,1,9.94,10.25
6.76272951,12,30,12,1,0,1,9.94,5
6.25382881,16,24,2,1,0,1,12,12
6.03308622,12,24,6,1,0,1,10,8
5.58349631,15,26,5,1,0,1,10,10
6.43775165,15,24,3,1,0,1,16,14
6.84587988,12,31,13,1,0,1,9.94,12
6.64118217,16,25,3,1,0,1,16,12
6.68586095,9,29,14,1,0,1,10,12
6.56103067,15,28,7,1,0,1,10,12
6.52795792,12,30,12,1,0,1,9.94,10
6.03308622,16,26,4,1,0,1,9,12
6.39692966,18,29,5,1,0,1,8,12
6.52502966,15,25,4,1,0,1,9.94,13
6.82219739,18,31,7,0,0,1,12,9
6.60394382,12,32,14,1,0,1,9.94,10.25
7.06219163,12,28,10,1,0,1,10,12
6.63987583,11,29,12,1,0,1,10,10
6.86901445,12,26,8,1,0,1,10,10
5.70378247,18,27,3,1,0,1,12,12
6.48920493,16,24,2,1,0,1,12,12
6.13556489,12,26,8,1,0,1,8,8
6.58063914,12,24,6,1,0,1,8,8
6.76272951,12,25,7,1,0,1,8,12
6.39024067,11,24,7,1,0,1,7,5
6.81234509,12,32,14,1,0,1,8,10
6.95559261,12,29,11,1,0,1,8,10
6.12029742,13,34,15,1,1,1,9.94,10.25
6.51471269,12,27,9,0,1,1,9.94,10.25
6.58063914,12,24,6,1,0,1,9.94,10.25
6.39692966,7,33,20,1,0,1,8,8
6.82979374,12,28,10,1,0,1,8,8
6.62007321,12,28,10,1,0,1,6,6
6.33327963,12,28,10,1,0,1,6,6
6.43775165,14,26,6,1,0,1,12,10
5.70378247,10,29,13,0,0,1,9.94,10.25
7.22983878,12,27,9,0,0,1,8,12
6.15273269,14,25,5,1,0,1,12,12
6.66949809,12,28,10,1,0,1,12,12
5.43807931,16,25,3,1,0,1,8,12
5.96357934,10,27,11,0,0,0,12,12
5.75257264,12,33,15,1,0,0,7,12
5.87211779,17,29,6,1,0,0,3,5
6.2146081,8,26,12,1,0,0,5,8
6.47697236,11,33,16,0,0,0,8,11
6.70318811,12,27,9,1,0,0,8,11
6.47543272,13,26,7,0,0,0,13,12
6.07534603,12,29,11,1,0,0,9,10.25
6.39692966,11,27,10,0,0,0,10,15
5.32787617,13,26,7,1,1,0,16,14
6.17586727,12,27,9,1,1,0,12,11
6.18414889,13,24,5,1,1,0,12,10
6.63200178,18,29,5,1,0,0,12,12
6.90274274,12,26,8,1,0,0,12,12
7.06219163,12,29,11,1,0,1,9.94,10.25
5.74939299,16,25,3,1,0,1,12,12
6.81892407,13,25,6,1,0,1,14,12
6.49828215,13,26,7,1,0,1,16,12
6.6631327,12,29,11,1,0,1,9.94,8
6.47697236,13,32,13,1,0,1,8,12
5.58724866,9,27,12,1,1,1,12,6
5.87211779,8,33,19,0,0,1,8,8
6.08677473,8,33,19,0,0,1,9.94,10.25
6.1633148,11,30,13,1,0,1,6,12
6.58755001,11,32,15,1,0,1,5,10
6.58063914,16,28,6,1,0,1,17,12
6.33327963,12,34,16,1,0,1,9.94,10.25
6.39692966,12,26,8,1,0,1,12,13
6.53958596,15,25,4,1,0,1,13,12
6.04737218,15,28,7,1,0,1,10,11
6.66695679,12,24,6,1,0,1,14,10.25
7.09174212,12,31,13,1,0,1,8,12
6.35784227,16,34,12,1,0,1,9.94,18
